Production Year,Car Mileage,Cost,Id
1983,101077,3000,2585
1975,185963,3000,2586
1997,140093,3000,2587
2004,253191,40000,2588
1977,120540,3000,2589
2014,212977,40000,2590
1995,276245,40000,2591
2017,241079,40000,2592
2012,280994,40000,2593
1997,79804,3000,2594
2018,252428,40000,2595
2016,17432,40000,2596
1993,138136,3000,2597
1997,147718,3000,2598
2011,291152,3000,2599
2005,209295,40000,2600
2006,5354,40000,2601
2008,72094,3000,2602
1983,212785,3000,2603
1978,222571,40000,2604
2006,92314,40000,2605
2002,3693,3000,2606
1989,135780,3000,2607
1974,187032,40000,2608
1971,252607,40000,2609
1980,295630,3000,2610
1984,158399,3000,2611
1971,132150,3000,2612
2004,50106,3000,2613
2013,192869,40000,2614
1971,200921,40000,2615
1998,226141,40000,2616
2023,195252,3000,2617
2000,161369,40000,2618
2001,143087,40000,2619
2003,123202,40000,2620
1990,94812,3000,2621
2018,289517,40000,2622
1980,93847,3000,2623
2000,7446,40000,2624
1988,215805,3000,2625
2020,287108,40000,2626
1974,198298,3000,2627
2020,37899,3000,2628
1993,44890,3000,2629
2000,203824,3000,2630
1998,25790,40000,2631
1979,144046,3000,2632
2021,103250,3000,2633
2021,122506,40000,2634
1980,111091,3000,2635
1975,263538,40000,2636
1970,116358,40000,2637
1996,289133,40000,2638
2021,193438,40000,2639
1984,86007,40000,2640
1988,60650,40000,2641
2016,193089,3000,2642
2019,45601,3000,2643
1974,147522,3000,2644
1987,131423,3000,2645
2013,5472,3000,2646
2000,234880,3000,2647
1979,129544,3000,2648
2017,200309,3000,2649
1986,254395,40000,2650
1980,169451,40000,2651
2012,246725,40000,2652
2014,180890,3000,2653
1986,288867,40000,2654
1976,191824,40000,2655
1982,292041,3000,2656
2009,294675,40000,2657
1987,270337,40000,2658
2001,113382,40000,2659
2021,182837,3000,2660
1973,137293,3000,2661
2011,21281,40000,2662
1993,32621,3000,2663
1998,210566,3000,2664
1983,169432,40000,2665
1977,2548,40000,2666
1995,169400,3000,2667
1972,9051,40000,2668
1984,36856,3000,2669
1993,69917,40000,2670
2002,220150,3000,2671
2014,165184,40000,2672
2018,82500,40000,2673
2020,46853,3000,2674
1974,282336,3000,2675
1992,120772,3000,2676
1995,282053,3000,2677
1991,290097,40000,2678
2018,72501,3000,2679
1994,51366,3000,2680
2016,248547,3000,2681
2008,13529,40000,2682
1987,115689,3000,2683
2003,147789,40000,2684
1993,272983,3000,2685
1977,34168,40000,2686
2016,252791,40000,2687
2004,33211,3000,2688
2015,200152,3000,2689
1972,218594,40000,2690
2015,266913,40000,2691
2002,174287,40000,2692
2017,158081,3000,2693
1976,145498,3000,2694
1979,150937,3000,2695
2012,266967,40000,2696
1984,54810,40000,2697
1973,112983,3000,2698
1970,7530,40000,2699
1984,33682,40000,2700
2011,35740,40000,2701
1971,248006,3000,2702
1978,288789,3000,2703
2000,293155,3000,2704
1991,185352,40000,2705
2002,167058,40000,2706
1974,236297,3000,2707
1981,14437,3000,2708
2011,140723,40000,2709
2021,128478,3000,2710
2019,134452,40000,2711
2023,59502,40000,2712
1976,159747,40000,2713
2020,282119,3000,2714
2000,259971,40000,2715
2007,176325,40000,2716
2013,48278,3000,2717
1996,268664,3000,2718
1992,213682,3000,2719
1996,240388,40000,2720
1986,135325,3000,2721
1974,55959,3000,2722
1994,266537,40000,2723
1982,56845,40000,2724
2021,298664,3000,2725
2004,281206,3000,2726
1988,235003,40000,2727
2001,165546,40000,2728
1991,107257,3000,2729
1981,262830,40000,2730
1981,72980,40000,2731
1977,248009,40000,2732
2012,45132,3000,2733
1991,198373,3000,2734
2003,58581,3000,2735
2009,280985,40000,2736
1977,170942,3000,2737
1971,51489,40000,2738
2013,241040,40000,2739
1975,233207,40000,2740
1981,48443,40000,2741
1998,231404,3000,2742
1988,158326,3000,2743
1983,240082,3000,2744
1982,248076,40000,2745
2000,125592,3000,2746
1974,260745,3000,2747
2016,132066,3000,2748
1984,29847,3000,2749
2021,124460,40000,2750
2001,85913,3000,2751
2016,281170,3000,2752
1981,26218,3000,2753
1978,70949,40000,2754
1994,136477,3000,2755
2021,240104,40000,2756
2019,299262,3000,2757
2022,185294,3000,2758
1970,96202,3000,2759
1990,261561,3000,2760
2017,161269,3000,2761
2010,126137,3000,2762
1986,130328,40000,2763
2007,216839,40000,2764
2012,55764,40000,2765
2016,22759,3000,2766
2013,99403,3000,2767
2007,229775,40000,2768
1981,192177,3000,2769
2010,184144,3000,2770
2000,25171,3000,2771
1986,153313,40000,2772
1981,199232,3000,2773
1989,31604,3000,2774
1993,284773,40000,2775
1977,74660,40000,2776
2019,212412,40000,2777
1991,291829,3000,2778
1983,40500,40000,2779
1973,202303,40000,2780
1979,134541,40000,2781
1994,27539,3000,2782
2012,240532,40000,2783
2003,260546,40000,2784
2003,273894,40000,2785
2017,99455,40000,2786
2006,157482,3000,2787
1987,221426,3000,2788
2005,128026,40000,2789
1979,163523,40000,2790
2013,115923,40000,2791
2017,196075,40000,2792
1983,248937,3000,2793
2004,84391,40000,2794
1977,199221,3000,2795
1978,3043,40000,2796
1972,121765,3000,2797
2004,112211,40000,2798
2012,185701,40000,2799
2019,135220,3000,2800
2007,35625,3000,2801
1999,197557,3000,2802
2006,23707,40000,2803
1971,72999,40000,2804
2019,208127,3000,2805
1996,152262,3000,2806
1978,102941,3000,2807
2016,164804,40000,2808
2014,29875,3000,2809
1997,116452,3000,2810
1998,189069,40000,2811
1997,162114,3000,2812
1989,57491,40000,2813
1980,297763,3000,2814
1992,264420,3000,2815
2023,268187,40000,2816
2003,150267,40000,2817
1993,168602,40000,2818
1973,90170,3000,2819
2005,145797,40000,2820
1976,183530,40000,2821
2012,81068,3000,2822
1981,269419,40000,2823
2012,164505,40000,2824
1974,2488,40000,2825
2021,223848,40000,2826
1981,134364,3000,2827
2011,94126,3000,2828
1993,158978,40000,2829
2014,52690,3000,2830
1974,160341,3000,2831
1976,174749,3000,2832
2017,11526,40000,2833
2019,27759,3000,2834
1982,110959,40000,2835
1993,29434,3000,2836
2008,76367,40000,2837
1994,154548,3000,2838
1976,232471,40000,2839
1992,158288,40000,2840
2006,282637,3000,2841
2023,143952,40000,2842
1971,238799,40000,2843
1988,25294,3000,2844
2022,195157,3000,2845
1972,94564,40000,2846
2008,32585,3000,2847
2013,153523,40000,2848
2019,122945,3000,2849
1993,226958,40000,2850
2006,212898,40000,2851
2011,223881,3000,2852
2009,143246,40000,2853
1981,125882,40000,2854
2001,249441,3000,2855
2005,249185,3000,2856
1996,279346,3000,2857
2006,229122,40000,2858
2016,211388,40000,2859
2008,258055,3000,2860
1993,13884,3000,2861
1998,47052,3000,2862
2007,99882,3000,2863
2013,221108,3000,2864
2008,88394,3000,2865
1972,203387,3000,2866
1991,233910,3000,2867
1972,42569,3000,2868
1973,131648,40000,2869
1997,111207,40000,2870
2016,244962,3000,2871
2002,58294,3000,2872
1980,3544,40000,2873
2005,185237,3000,2874
1998,65497,40000,2875
1999,162690,3000,2876
1988,298474,3000,2877
2017,288508,40000,2878
1974,27905,40000,2879
2005,62154,3000,2880
1974,64524,3000,2881
2002,217397,40000,2882
1985,265150,40000,2883
2011,259993,40000,2884
1999,275981,40000,2885
1981,2057,40000,2886
2004,93102,3000,2887
2007,107325,3000,2888
2016,280807,3000,2889
1975,15879,40000,2890
2013,119033,40000,2891
2015,144751,40000,2892
1990,36052,3000,2893
2019,16400,40000,2894
1975,141062,3000,2895
1991,37202,40000,2896
1978,287433,40000,2897
1971,73287,3000,2898
2022,6986,40000,2899
1994,23033,40000,2900
1993,281779,3000,2901
1977,269866,3000,2902
1982,199115,40000,2903
1986,150297,40000,2904
1991,198051,40000,2905
1982,76016,40000,2906
1987,275247,3000,2907
2004,95650,3000,2908
2019,80111,40000,2909
2009,236846,40000,2910
1985,107771,3000,2911
1997,271613,40000,2912
2007,68798,3000,2913
1984,162217,40000,2914
2014,178110,40000,2915
2009,129805,3000,2916
1991,54430,40000,2917
1985,233104,40000,2918
2006,33093,3000,2919
1989,295328,3000,2920
1983,186637,3000,2921
1971,254861,40000,2922
1982,253856,3000,2923
2008,124510,3000,2924
2005,255085,40000,2925
1995,163353,40000,2926
1970,194752,3000,2927
2008,7530,3000,2928
1971,507,3000,2929
1992,206998,40000,2930
1997,54743,3000,2931
2022,155556,40000,2932
1995,2565,40000,2933
1984,44507,40000,2934
1973,256524,40000,2935
1996,138853,40000,2936
1997,15191,3000,2937
2009,60733,40000,2938
2005,151116,3000,2939
1989,255212,40000,2940
1990,25784,3000,2941
1997,178871,40000,2942
1992,223998,3000,2943
2012,145512,40000,2944
2011,196725,3000,2945
2012,277426,3000,2946
1993,46730,3000,2947
1998,37681,3000,2948
1995,228249,3000,2949
1975,207378,3000,2950
1994,5919,3000,2951
1970,220813,3000,2952
2013,289744,3000,2953
2015,286618,3000,2954
1990,222372,3000,2955
2006,218408,3000,2956
2022,246282,40000,2957
1995,229336,40000,2958
2017,214877,40000,2959
1981,243320,3000,2960
1972,40097,40000,2961
1994,58361,3000,2962
2003,273578,40000,2963
1984,16748,40000,2964
2007,145961,40000,2965
1980,57820,40000,2966
2003,158363,3000,2967
1990,211288,3000,2968
1973,8208,40000,2969
2023,278111,3000,2970
1975,21893,40000,2971
1995,160266,3000,2972
1987,201773,40000,2973
1999,2814,3000,2974
1987,114606,3000,2975
1971,243033,3000,2976
1993,225252,40000,2977
1979,266610,40000,2978
2016,164538,40000,2979
2008,223692,3000,2980
2016,54830,40000,2981
2009,82958,40000,2982
1977,174942,3000,2983
1998,253810,40000,2984
1980,19362,40000,2985
1985,183900,3000,2986
2014,233089,40000,2987
2005,149642,3000,2988
1986,197294,3000,2989
1983,19553,3000,2990
1995,205743,40000,2991
2000,117532,40000,2992
1991,22781,3000,2993
1991,115882,3000,2994
1980,197474,3000,2995
1999,127107,40000,2996
1996,180137,3000,2997
2013,297801,40000,2998
2010,104758,3000,2999
2015,232923,40000,3000
2007,107734,3000,3001
1978,251189,40000,3002
1986,162070,40000,3003
2010,140702,40000,3004
1986,222673,40000,3005
2022,92127,3000,3006
1984,213289,40000,3007
2007,161221,3000,3008
1995,193238,3000,3009
1979,52052,40000,3010
1977,248429,40000,3011
1985,88906,3000,3012
2005,92260,3000,3013
1999,49745,3000,3014
1983,144487,3000,3015
1988,264877,40000,3016
2013,223858,40000,3017
2017,124494,40000,3018
1994,109232,3000,3019
1972,29232,40000,3020
1984,234548,3000,3021
2003,63488,3000,3022
2023,131002,40000,3023
2013,273802,3000,3024
2000,184826,3000,3025
1972,171992,3000,3026
1980,83545,3000,3027
1991,52057,3000,3028
1998,224476,40000,3029
1983,227365,40000,3030
2018,297171,40000,3031
1987,208231,40000,3032
2019,112262,3000,3033
2010,127616,3000,3034
2002,193449,3000,3035
2004,286844,40000,3036
1974,95216,40000,3037
2005,161720,40000,3038
2016,206779,40000,3039
2007,32592,3000,3040
2002,96056,40000,3041
2014,164938,40000,3042
1987,173215,40000,3043
2017,1201,40000,3044
1975,103343,40000,3045
1976,283769,3000,3046
2005,121777,40000,3047
1975,268338,40000,3048
1975,29589,40000,3049
1988,92606,40000,3050
1994,134,40000,3051
1979,181743,3000,3052
2006,177033,40000,3053
1975,259124,40000,3054
2007,126580,40000,3055
1984,251762,40000,3056
1996,7543,3000,3057
1997,270100,3000,3058
2013,241434,40000,3059
2018,239072,40000,3060
2007,8438,3000,3061
2008,250500,3000,3062
1976,20580,3000,3063
2008,95776,3000,3064
2018,150544,40000,3065
2023,31904,40000,3066
1993,90971,3000,3067
2017,226478,40000,3068
1973,236474,40000,3069
1983,8483,3000,3070
1987,276824,40000,3071
1971,198500,3000,3072
1988,256095,40000,3073
1981,222725,3000,3074
1979,291971,3000,3075
1994,129521,40000,3076
2018,209875,40000,3077
1974,269412,3000,3078
1993,16026,3000,3079
1977,30220,3000,3080
2023,214547,3000,3081
1988,77456,3000,3082
1971,256988,3000,3083
1984,63419,40000,3084
1999,27633,40000,3085
2004,210825,3000,3086
1983,207065,3000,3087
2009,255044,3000,3088
1994,232551,40000,3089
2016,7545,3000,3090
2000,141253,40000,3091
1974,176927,40000,3092
1982,126547,40000,3093
2015,39769,40000,3094
1976,180252,40000,3095
1995,33319,40000,3096
1971,41367,40000,3097
1982,136399,40000,3098
2010,151634,40000,3099
2007,273078,40000,3100
1982,42162,40000,3101
1984,18601,3000,3102
1997,30159,40000,3103
1986,6580,40000,3104
2007,187680,3000,3105
1996,173071,40000,3106
1982,281259,40000,3107
2002,173007,40000,3108
2014,71807,40000,3109
1988,298229,3000,3110
2017,299769,40000,3111
2005,4667,3000,3112
1972,58511,40000,3113
2002,235345,40000,3114
1974,27634,40000,3115
2001,89297,40000,3116
1980,121076,40000,3117
2011,14125,3000,3118
1995,143925,3000,3119
1970,160096,3000,3120
1986,163835,3000,3121
2007,98507,3000,3122
1970,7944,40000,3123
2008,213436,40000,3124
1979,79480,40000,3125
1973,87710,40000,3126
2021,254025,40000,3127
1979,159997,3000,3128
2018,154300,3000,3129
2001,75463,40000,3130
1975,203585,40000,3131
1996,40398,40000,3132
1989,140669,40000,3133
2014,265232,3000,3134
2016,263529,3000,3135
2004,124003,40000,3136
1991,164447,40000,3137
1975,139643,40000,3138
2005,136519,3000,3139
2012,170868,40000,3140
2011,267800,3000,3141
1994,299043,40000,3142
2014,16370,3000,3143
2021,139393,40000,3144
2001,95381,40000,3145
1979,151444,3000,3146
2007,199639,3000,3147
1994,97411,3000,3148
1992,33489,3000,3149
1987,231324,40000,3150
2005,145060,3000,3151
1996,275918,40000,3152
2013,158807,3000,3153
1972,133383,3000,3154
1985,136244,3000,3155
2022,152672,3000,3156
1988,142752,3000,3157
2010,245012,40000,3158
1981,275255,3000,3159
2023,122214,3000,3160
1986,48477,3000,3161
1977,238171,40000,3162
1972,111786,3000,3163
2015,123025,3000,3164
1980,218359,40000,3165
2018,104191,3000,3166
2015,82443,3000,3167
2006,253492,3000,3168
2023,270012,40000,3169
2012,7535,40000,3170
2009,140324,3000,3171
1987,121879,3000,3172
2003,204321,40000,3173
1979,146374,3000,3174
2019,40361,40000,3175
1987,287167,3000,3176
1986,24376,40000,3177
1976,6991,3000,3178
1980,273000,40000,3179
2010,101059,40000,3180
2009,246658,40000,3181
1971,238882,3000,3182
2006,212467,40000,3183
2017,141059,40000,3184
1999,161389,3000,3185
1973,151264,40000,3186
1981,148614,40000,3187
2007,65703,40000,3188
2018,252122,40000,3189
1988,184424,3000,3190
2012,59797,40000,3191
1976,18157,40000,3192
1979,169705,3000,3193
1978,149623,3000,3194
1980,218808,40000,3195
1990,294531,3000,3196
1991,3716,3000,3197
2005,126670,40000,3198
1980,299606,40000,3199
2023,166941,40000,3200
1994,293643,3000,3201
2005,242635,3000,3202
2004,126033,3000,3203
2004,84682,3000,3204
2011,202335,40000,3205
1978,209329,3000,3206
2018,42569,3000,3207
2021,130968,40000,3208
2022,204453,40000,3209
1987,70726,3000,3210
1976,24892,3000,3211
2004,273301,3000,3212
2001,140796,3000,3213
2010,47191,3000,3214
1974,45364,40000,3215
2007,128256,3000,3216
1989,298976,3000,3217
2019,76188,40000,3218
1979,105088,40000,3219
1997,259343,3000,3220
2004,100402,3000,3221
2012,289192,40000,3222
1997,143716,40000,3223
1990,212648,40000,3224
1970,52792,3000,3225
2023,121989,40000,3226
1992,230982,40000,3227
1974,20595,3000,3228
2006,112795,40000,3229
1976,44977,40000,3230
1974,57291,3000,3231
2003,283752,3000,3232
1988,56253,40000,3233
1973,128792,40000,3234
1999,25263,40000,3235
1996,137411,40000,3236
2005,242310,3000,3237
2014,27311,3000,3238
2014,109394,3000,3239
1983,109810,3000,3240
2019,246149,40000,3241
1998,65797,3000,3242
2005,203763,40000,3243
2023,126500,3000,3244
1978,105567,3000,3245
1982,91103,3000,3246
2022,23199,40000,3247
1970,275290,40000,3248
2006,126785,40000,3249
1971,115226,3000,3250
2006,150070,40000,3251
1982,23721,40000,3252
1992,8419,40000,3253
1991,288316,40000,3254
1981,179724,3000,3255
1979,70828,3000,3256
2011,173905,40000,3257
2019,80196,40000,3258
2017,273062,40000,3259
1978,77513,3000,3260
2016,242635,40000,3261
2010,118963,3000,3262
2022,183500,3000,3263
1980,285623,40000,3264
1998,46066,40000,3265
1980,202294,40000,3266
2022,105530,40000,3267
2005,215556,3000,3268
2022,106126,40000,3269
2018,283658,3000,3270
1979,229201,40000,3271
1994,3308,3000,3272
2003,138617,3000,3273
2021,75163,40000,3274
1971,69071,3000,3275
1987,187915,3000,3276
2012,113022,40000,3277
1998,162883,40000,3278
2018,260200,40000,3279
1970,144302,40000,3280
2015,223198,40000,3281
1970,220671,3000,3282
1983,273916,3000,3283
2014,1897,3000,3284
2007,247438,40000,3285
2010,217211,40000,3286
1995,224163,3000,3287
2004,549,3000,3288
2000,257649,40000,3289
2009,3304,3000,3290
2015,134946,3000,3291
2003,188347,40000,3292
2016,55564,3000,3293
2016,54143,40000,3294
1998,142390,40000,3295
1991,68223,3000,3296
1974,189337,40000,3297
1994,299271,3000,3298
1984,269739,3000,3299
2021,282827,3000,3300
1987,251597,40000,3301
1999,146034,3000,3302
1993,34863,3000,3303
2002,124348,3000,3304
2012,170334,3000,3305
2019,177474,3000,3306
2001,68847,40000,3307
2021,8250,40000,3308
1993,252912,40000,3309
1983,176887,40000,3310
1996,186417,3000,3311
2008,45745,3000,3312
1979,73661,40000,3313
1984,142686,3000,3314
2015,208440,3000,3315
2004,258156,3000,3316
2016,168589,3000,3317
1983,104134,40000,3318
1991,277505,3000,3319
1974,228255,40000,3320
1976,41294,40000,3321
2023,187995,3000,3322
2003,22156,40000,3323
1981,30467,3000,3324
2023,53690,3000,3325
2011,245633,3000,3326
1986,95031,40000,3327
2010,186356,40000,3328
1978,203177,3000,3329
1975,172497,40000,3330
2021,82288,40000,3331
1998,266321,40000,3332
1982,20604,40000,3333
1973,292083,40000,3334
1971,218364,3000,3335
2017,221191,40000,3336
1971,179598,40000,3337
1994,29153,3000,3338
1988,162801,40000,3339
2010,162733,3000,3340
2022,250716,3000,3341
1995,204482,3000,3342
1970,25805,3000,3343
1988,76648,3000,3344
2022,174139,40000,3345
2004,45057,40000,3346
1987,14972,3000,3347
2005,142969,3000,3348
1996,124639,3000,3349
1988,99136,40000,3350
1971,197222,3000,3351
1976,24788,3000,3352
2006,216004,40000,3353
2014,20257,40000,3354
1981,85258,3000,3355
2004,203800,40000,3356
2012,289243,40000,3357
1998,64568,3000,3358
2008,83778,40000,3359
1993,122297,40000,3360
2000,47463,3000,3361
1979,73827,40000,3362
2009,141513,40000,3363
1970,1252,3000,3364
2003,282042,3000,3365
2008,141075,3000,3366
1998,297222,3000,3367
1986,166685,3000,3368
1977,210173,3000,3369
2009,236293,3000,3370
1985,179820,3000,3371
1982,138457,3000,3372
1982,290243,40000,3373
2012,58713,3000,3374
2007,270069,40000,3375
2010,232986,40000,3376
1970,172369,40000,3377
1989,228047,40000,3378
1988,163847,3000,3379
2022,279659,40000,3380
1994,14326,40000,3381
1977,135068,3000,3382
2013,10416,3000,3383
2008,280598,40000,3384
1987,216778,40000,3385
2000,271426,3000,3386
1997,233433,3000,3387
2023,288729,3000,3388
1983,41059,3000,3389
2013,210541,3000,3390
2011,202099,40000,3391
2010,63914,3000,3392
1996,170575,3000,3393
1987,62126,3000,3394
2016,200750,3000,3395
2007,10370,40000,3396
1987,17922,40000,3397
1993,4362,40000,3398
2007,100095,40000,3399
1980,114223,3000,3400
1972,49555,40000,3401
2021,235732,3000,3402
1972,182287,40000,3403
2000,52346,40000,3404
1984,66606,3000,3405
1995,298682,3000,3406
1970,62102,40000,3407
1982,62209,3000,3408
1980,192942,3000,3409
2008,147504,40000,3410
2012,227012,3000,3411
1983,153912,3000,3412
1989,54707,40000,3413
1989,230109,3000,3414
1980,99740,40000,3415
1991,70949,3000,3416
1978,14311,3000,3417
1978,89050,3000,3418
1983,200730,3000,3419
1985,276792,40000,3420
1991,67742,40000,3421
2019,165010,40000,3422
1999,80106,3000,3423
1994,165245,3000,3424
1977,179158,40000,3425
2010,193802,40000,3426
2015,109687,3000,3427
1975,151882,40000,3428
2004,22941,40000,3429
2002,185527,3000,3430
1992,25240,40000,3431
2000,249967,3000,3432
1982,98968,40000,3433
2000,19212,40000,3434
2011,215102,40000,3435
2016,187534,3000,3436
2009,223530,3000,3437
1988,197451,40000,3438
2013,189399,3000,3439
1972,52579,40000,3440
1972,51724,3000,3441
1993,127902,3000,3442
2021,247133,3000,3443
1982,28425,40000,3444
2010,87069,3000,3445
2019,280513,3000,3446
1989,243535,40000,3447
1971,12167,3000,3448
2004,247685,3000,3449
1973,39818,3000,3450
2015,115362,40000,3451
1982,13145,3000,3452
1981,97993,40000,3453
2002,228712,3000,3454
2021,252514,3000,3455
2011,110836,40000,3456
2015,84629,40000,3457
1973,114241,40000,3458
1982,97312,3000,3459
1989,217488,40000,3460
2015,21158,40000,3461
1987,283611,40000,3462
2016,51023,3000,3463
2001,103623,40000,3464
1995,40552,3000,3465
1981,121046,40000,3466
2015,16894,3000,3467
1982,55326,3000,3468
2004,126234,40000,3469
2020,158229,40000,3470
1992,9605,40000,3471
1986,49254,3000,3472
1987,236060,3000,3473
1996,118070,3000,3474
1981,183646,3000,3475
2002,293051,40000,3476
1996,130945,3000,3477
1970,86666,3000,3478
1971,47018,3000,3479
2002,271770,3000,3480
1998,180981,3000,3481
1997,260787,40000,3482
2009,172898,3000,3483
1973,173783,3000,3484
2009,71628,40000,3485
1980,45755,40000,3486
2014,117560,40000,3487
1973,253087,40000,3488
2005,56449,3000,3489
2010,212334,3000,3490
2000,214650,40000,3491
2020,279355,40000,3492
1981,197897,40000,3493
2010,242533,3000,3494
1986,87689,40000,3495
1995,141270,40000,3496
1992,2767,3000,3497
2021,83179,40000,3498
1973,116615,40000,3499
2022,218964,3000,3500
1971,226280,40000,3501
2019,43668,3000,3502
1997,227750,40000,3503
1987,219714,40000,3504
2010,248908,40000,3505
1999,211825,40000,3506
1991,175008,3000,3507
1995,100501,40000,3508
2020,10286,40000,3509
1987,273756,40000,3510
2003,134231,40000,3511
1983,210756,3000,3512
2000,91330,3000,3513
1993,19492,40000,3514
1978,4522,40000,3515
2017,63134,3000,3516
2003,283091,3000,3517
2008,229193,3000,3518
2014,227800,40000,3519
1979,43412,3000,3520
2008,33094,40000,3521
1971,19461,40000,3522
1980,113157,3000,3523
2000,244155,3000,3524
1985,9440,3000,3525
2007,114178,3000,3526
2023,187140,40000,3527
1994,236752,3000,3528
2023,287311,3000,3529
2016,265994,3000,3530
1997,136902,3000,3531
2013,245248,3000,3532
1985,190867,3000,3533
2013,160314,3000,3534
2021,2241,40000,3535
2015,71897,3000,3536
1997,229994,40000,3537
1986,182082,3000,3538
1972,287800,40000,3539
1975,263634,40000,3540
1984,263407,40000,3541
2020,59435,40000,3542
1987,296516,40000,3543
1974,123912,40000,3544
1970,8006,3000,3545
2007,28123,40000,3546
1987,219297,40000,3547
1985,241896,40000,3548
1999,167686,40000,3549
1971,38633,40000,3550
2019,99063,40000,3551
2019,114675,40000,3552
1993,30218,40000,3553
2000,11372,3000,3554
1996,77062,40000,3555
2007,251183,3000,3556
2019,228991,40000,3557
1982,40819,40000,3558
2002,150385,3000,3559
1992,225406,3000,3560
1991,149514,40000,3561
1983,282104,40000,3562
1972,171081,3000,3563
2021,166216,3000,3564
1981,85469,3000,3565
1990,104704,40000,3566
1976,80653,40000,3567
2010,85150,3000,3568
2009,176953,40000,3569
2018,114051,3000,3570
1993,156517,40000,3571
1985,36528,40000,3572
1973,268904,40000,3573
2018,96025,3000,3574
2003,5381,3000,3575
2009,11853,40000,3576
2004,119675,3000,3577
1984,85616,40000,3578
1981,162793,3000,3579
1980,49504,3000,3580
1984,266681,40000,3581
2007,21950,40000,3582
1997,70431,3000,3583
2012,281869,40000,3584
1992,152700,40000,3585
2003,89300,3000,3586
2021,291997,3000,3587
1973,9022,3000,3588
1978,156514,3000,3589
2023,214286,40000,3590
2012,29722,40000,3591
1992,113762,40000,3592
1970,224493,40000,3593
1970,6966,3000,3594
1975,123781,3000,3595
1980,91367,40000,3596
1979,72351,40000,3597
1975,177973,40000,3598
2023,203492,3000,3599
1993,165062,3000,3600
1995,182940,40000,3601
1998,187939,3000,3602
1978,105948,40000,3603
2016,184083,40000,3604
1982,165800,3000,3605
2015,98831,40000,3606
2012,117683,40000,3607
1982,249094,40000,3608
1973,58689,40000,3609
1980,172627,40000,3610
1972,136248,3000,3611
2007,149346,3000,3612
1982,77518,3000,3613
2004,217631,3000,3614
1976,107326,3000,3615
2010,11568,40000,3616
1989,188047,3000,3617
2018,24125,3000,3618
2023,203831,40000,3619
1973,170850,40000,3620
1970,142052,3000,3621
2015,76830,3000,3622
2018,116267,3000,3623
2001,120733,40000,3624
2010,112336,40000,3625
2016,148719,40000,3626
1978,214214,3000,3627
1971,48802,3000,3628
1983,275661,3000,3629
1992,131794,40000,3630
2023,190178,40000,3631
1979,140430,40000,3632
2016,60407,3000,3633
2014,49155,40000,3634
2018,175198,40000,3635
2008,212684,40000,3636
2004,116915,40000,3637
1978,170684,40000,3638
2001,19946,40000,3639
1992,91373,3000,3640
2005,208909,40000,3641
1996,20589,40000,3642
2009,45567,3000,3643
2017,136952,3000,3644
2020,45511,40000,3645
1976,131914,3000,3646
1988,230235,40000,3647
2015,66660,40000,3648
2011,251636,40000,3649
1987,142885,3000,3650
1999,111817,40000,3651
1998,80355,40000,3652
1998,27871,3000,3653
1978,263201,40000,3654
1980,236040,40000,3655
2011,42712,3000,3656
2020,217407,40000,3657
2022,298313,3000,3658
1986,97886,40000,3659
2000,189543,3000,3660
1987,148404,3000,3661
1972,176855,40000,3662
1996,5750,3000,3663
1971,208614,40000,3664
1992,47378,40000,3665
2009,102856,3000,3666
1997,245133,3000,3667
1995,110650,40000,3668
1978,177280,3000,3669
1988,174584,40000,3670
1980,290898,40000,3671
1989,222410,3000,3672
2000,85537,3000,3673
1999,271930,40000,3674
1975,61058,3000,3675
2007,134079,3000,3676
1974,244991,3000,3677
2003,292474,3000,3678
2015,50292,3000,3679
2017,134715,40000,3680
2005,16314,40000,3681
2014,43620,3000,3682
1976,247650,40000,3683
1988,298906,40000,3684
1977,178989,3000,3685
2015,235147,3000,3686
1994,52701,3000,3687
1983,69609,40000,3688
2009,61554,3000,3689
2018,222636,3000,3690
2022,76587,40000,3691
1981,252925,3000,3692
2017,70191,3000,3693
2021,83703,3000,3694
1986,81054,3000,3695
2021,105391,40000,3696
1981,83998,3000,3697
1980,146468,40000,3698
1989,76880,3000,3699
2012,226647,40000,3700
2002,200674,40000,3701
1972,116408,40000,3702
1975,205805,3000,3703
1986,5804,40000,3704
1970,157312,3000,3705
2023,72685,40000,3706
2023,252372,40000,3707
2020,150273,40000,3708
1980,142907,3000,3709
2014,144899,3000,3710
1994,68943,40000,3711
2017,24627,40000,3712
2011,11437,3000,3713
2019,207874,3000,3714
2010,285700,40000,3715
1975,6952,3000,3716
1998,263616,3000,3717
2013,60947,40000,3718
2013,262207,3000,3719
1975,256690,3000,3720
1975,172289,3000,3721
2014,245121,3000,3722
2013,270844,40000,3723
1992,113310,3000,3724
2005,282365,3000,3725
2013,25032,40000,3726
2009,34710,40000,3727
2003,173109,40000,3728
1980,66927,3000,3729
1991,274539,3000,3730
2003,250024,3000,3731
1979,247893,3000,3732
1982,47476,3000,3733
2023,124051,3000,3734
1983,46749,40000,3735
1997,49755,3000,3736
2016,85243,3000,3737
2012,71817,40000,3738
2006,55367,40000,3739
2006,61229,40000,3740
2009,10394,3000,3741
2010,115719,40000,3742
1970,105542,40000,3743
1982,88691,3000,3744
2022,294322,3000,3745
1984,112945,40000,3746
1995,75355,3000,3747
2022,18889,40000,3748
1998,67986,40000,3749
